title,review_idx,director,actors,content,other
"20,000_leagues_under_the_sea",7,,,breathtaking|finest,
"20,000_leagues_under_the_sea",8,,,Far superior|hardly dated,
"20,000_leagues_under_the_sea",9,,,very special|imaginative|daring,
"20,000_leagues_under_the_sea",10,,,grandly entertaining,
"20,000_leagues_under_the_sea",11,,,best|greats,
"20,000_leagues_under_the_sea",12,,,great|fully deserving,
"20,000_leagues_under_the_sea",13,,,fabulous|fantastic,
"20,000_leagues_under_the_sea",14,,,sublime,
"20,000_leagues_under_the_sea",15,,,fun,
"20,000_leagues_under_the_sea",16,,,talky,interested
"20,000_leagues_under_the_sea",17,,,,
"20,000_leagues_under_the_sea",18,,,great,
"20,000_leagues_under_the_sea",19,,,,better
"20,000_leagues_under_the_sea",20,,,finest,
"20,000_leagues_under_the_sea",21,,,best|superbly,
dark_city,0,,virile|well-rounded|intelligent,,
dark_city,1,reliable,,unambitious|handsome,
dark_city,2,,,dark|excellent,
aliens,0,,,thrilling,
aliens,1,,,extremely ambitious|most satisfying|fantastic|fantastic|fantastic,pretty sacred
aliens,2,,,unarguably greatest,
aliens,3,,,simplest|rather remarkable,
aliens,4,,,not so dull|homogenized,
aliens,5,,,finest|breathless,
aliens,6,,,more daring|intense|unrelenting|spectacular,
aliens,7,,,greatest|faultlessly,
aliens,8,,,astonishingly engaging|entertaining,
aliens,9,,,simplified,
aliens,10,,,smart,claustrophobic|foreboding
aliens,11,,,exciting|well-made|great,most appealing
aliens,12,,formidable,aggro,
aliens,13,,merely terrific|pipsqueak,,
aliens,14,,,,so rare
aliens,15,,,rarest|comfortably|equal,
aliens,16,,,timeless|cathartic,
aliens,17,,,white-knuckled|best,
aliens,18,,,fun|brash|delicious,
aliens,19,,,excellent,
aliens,20,,,high energy|as sophisticated,
aliens,21,,,subtle|spooky|subtlety-bashing,
aliens,22,,,unrelentingly,
aliens,23,,,great|effective,rare
aliens,24,,,spectacular|never overtly spectacular,
aliens,25,,defiant|sensual,best,not Gothic|Fortunately
aliens,26,,,scariest|dirtiest|perversely funny,
aliens,27,,,more exciting,
aliens,28,,,best,
aliens,29,,,outstanding,
aliens,30,,,,
aliens,31,,,tautest|most provoking|altogether most draining,
aliens,32,,,greatest,short
aliens,33,,,,
aliens,34,,,defining|stellar,
aliens,35,,,fascinating,
aliens,36,,,best|afraid,
aliens,37,,,bigger|faster|scarier,
aliens,38,,,atmospheric,interesting
aliens,39,considerably more nuanced|plot-driven,,,
aliens,40,,,,
aliens,41,,,better|scary|high-tech|superlative,
aliens,42,,,exponentially bigger|scarier|memorably minimalist|eerily elegant,
aliens,43,muscular,,solid|exciting|intense|mere mechanical,
aliens,44,,,clé,
aliens,45,,,truly great,
aliens,46,,,this good,
aliens,47,,,,
aliens,48,interesting,,,
aliens,49,,,,actually scary
aliens,50,,,,
aliens,51,,nurturing,,
aliens,52,,,wild|woolly,anxious
aliens,53,hauntingly,,,
aliens,54,,,classic,
aliens,55,,,turbo-charged|wild|electric|best,
aliens,56,,,,
aliens,57,,,most intense|satisfying,
aliens,58,,,flaming|flashing|crashing|crackling|blow-'em-up|popping|basically conventional,better
aliens,59,,,overlong|perfect,
aliens,60,,,,
aliens,61,,,non-stop,
aliens,62,,,exciting,
aliens,63,,,extraordinary,
aliens,64,,,perfectly|well crafted|damn exciting,
aliens,65,,,,
aliens,66,,,ultimate|epic,
aliens,67,,,,
aliens,68,,,,
aliens,69,,,Blockbuster|blistering|smart|gooey,
aliens,70,,,logical|effective|accomplished,
aliens,71,,,instant,
aliens,72,tension-building|high-octane,,,
aliens,73,,,absolutely smashing,
aliens,74,,,,
aliens,75,ingenius|not a shock,,completely drained|exhausting|major flaw,
all_about_eve,0,,,greatest,
all_about_eve,1,superb,,,
all_about_eve,2,,insolent|stormy|waspish|terrified|magnificent,very long|long,
all_about_eve,3,bad|fun,real|most instinctive|assured,careful|mousy|dehydrated|good,
all_about_eve,4,,,,
all_about_eve,5,,never better,,
all_about_eve,6,,,well capable|admirable|not lacking,
all_about_eve,7,,,adult|sophisticated,
all_about_eve,8,,,,
all_about_eve,9,,egotistical|over-articulate|emotionally undisciplined|credible|eccentric,very difficult|consummately,
all_about_eve,10,,high-voltage,smart|shiny,crackling
all_about_eve,11,,,breath-takingly sharp|tense|hardly vital,
all_about_eve,12,,ingratiating|hard|ruthless|dramatic best,,
all_about_eve,13,,,best|even better,
all_about_eve,14,,,sophisticated,
all_about_eve,15,,,great|genuine,
all_about_eve,16,,grandest,,
all_about_eve,17,,,scintillating|stimulating|extraordinary,
all_about_eve,18,,,vastly entertaining,
all_about_eve,19,,,,
all_about_eve,20,,,special,
all_about_eve,21,,,,unfortunately
all_about_eve,22,,,so well|amusingly|enormous|flagrant|wicked,
all_about_eve,23,,,most absorbing|fine,
all_about_eve,24,,vivid|full-blown,consistently witty|biting,
all_about_eve,25,,good,first-rate|happy,too infrequent|rare
all_about_eve,26,,,smartest,
all_about_eve,27,,,witty|honest,
all_about_eve,28,,,too great|generally sustained|high quality,
all_about_eve,29,,noteworthy,natural,
all_about_eve,30,,,adult best,
all_about_eve,31,,,completely sophisticated|consistently scintillating,
all_about_eve,32,,,very good,notable
all_about_eve,33,,,so good|largely artificial,
all_about_eve,34,,,,
all_about_eve,35,,,acridly cynical|somewhat unpleasant,highly influential
all_about_eve,36,,finest|greatest,,
all_about_eve,37,,,,rare
all_about_eve,38,,,penetrating|scathing|bright|spiked,
all_about_eve,39,,best|best,,
all_about_eve,40,,,,
all_about_eve,41,,,absolutely no,
all_about_eve,42,,,smart|insighftul|darkly humorous|insatiable,
all_about_eve,43,enduring,,,all-time favorite
all_about_eve,44,,alluringly|dangerously|unknowable,,
all_about_eve,45,,,wise|witty|lusty|adult,
all_about_eve,46,,,smartest,
all_about_eve,47,so ingenious,,thoroughly entertaining,
all_about_eve,48,,favourite,,
all_about_eve,49,,,greatest,
all_about_eve,50,,,brilliant|clever|downright funny,
all_about_eve,51,,,rich|impeccably written|gunshot sharp|aging|go-getter|heaping|carefully fostered|artisanal|bitchiness,
all_about_eve,52,,,sharply,
all_about_eve,53,,wasn't enough|fantastically emotive,,
all_about_eve,54,master|signal,,,
all_about_eve,55,,,classic|sophisticated,
all_about_eve,56,,,deliciously fun|quite introspective,
all_about_eve,57,,fabulous,,
all_about_eve,58,,,impervious,
all_about_eve,59,,,so good|eminently worth|satirical,
all_about_eve,60,,,devastating|acid,
all_about_eve,61,,,more important|more entertaining,
all_about_eve,62,,,,
all_about_eve,63,,,,most seminal
all_about_eve,64,,,Classic|ambitious,
all_about_eve,65,,ideally,,
all_about_eve,66,,,smart|smarting,
all_about_eve,67,wonderfully literate,,classic,
all_about_eve,68,,,plush,
all_about_eve,69,,,greatest,
all_about_eve,70,,,peerless,rightly so
all_about_eve,71,,superbly,restored|jet-black|elegant,real treat
all_about_eve,72,,,,
all_about_eve,73,,,finest,
all_about_eve,74,,,low,
all_about_eve,75,,,old-school|most polished|literate|sophisticated,
all_about_eve,76,,undoubtedly|scene-stealing|urbane,,
all_about_eve,77,,sharp,,
all_about_eve,78,,,more quotable,
all_about_eve,79,,,stagy|elaborate|campy|bad,
all_about_eve,80,,mesmerizing,Intelligent,
all_about_eve,81,only skin-deep,,hoped-for|tinny,
all_about_eve,82,,Amazing,positive,
all_about_eve,83,,,greatest,
all_about_eve,84,,most memorable|declining,wittiest,deprived
all_about_eve,85,,,memorveis,
all_about_eve,86,Outstanding,perfect,,
all_about_eve,87,so perfected,,,
all_about_eve,88,,,fine|excellent|ultra-class|superior,
all_about_eve,89,,,melodramatic,
all_about_eve,90,,unforgettable,priceless,
all_about_eve,91,,towering|self-mocking,entertaining|relevant,
all_about_eve,92,,,Boffo|backstabbing,
all_about_eve,93,,,best,
all_about_eve,94,,,,
all_about_eve,95,,,gem|wickedly cynical,
all_about_eve,96,,,,proudest
all_about_eve,97,,,,sad
all_about_eve,98,,,so crisp|poisonous,
all_about_eve,99,,glory,,
all_about_eve,100,,stylishly|uniformly expert,most biting|hard-boiled|breakneck,
all_about_eve,101,,,dated|fresh,
all_about_eve,102,,,nice|rare,
all_about_eve,103,,,realistic|dramatic|devastating,
all_about_eve,104,,,completely differently,
all_about_eve,105,,greatest,,
all_about_eve,106,,,smart|cynical|more fun,
lost_horizon,0,,,,
lost_horizon,1,,first-rate,most disastrous,
lost_horizon,2,,,critical,
lost_horizon,3,,,so slight|most incompetent|clumsy,
lost_horizon,4,,,hardly accidental|lost|pleasant,
lost_horizon,5,,,dull|forgettable,
screamers,0,,,odd|powerful,
screamers,1,,,mad|right,
screamers,2,,,noble,
screamers,3,,,damning,highly civilized|highly uncivilized
screamers,4,,,not didactic,
screamers,5,,,wide-awake|high-decibel,
screamers,6,not provocatively,,,
screamers,7,,,,
screamers,8,,,commendably brave|less focused|powerful,
screamers,9,,charismatic,scary|motivating,
screamers,10,,,surprising|true,
screamers,11,,,limited|worthwhile,
screamers,12,,,rotting|severed|massacred|most horrifying,
screamers,13,,,rousing,
screamers,14,,,most bizarre,
screamers,15,,,,
screamers,16,,,invigorating|articulate,
screamers,17,,,most glaring|dull,
screamers,18,,,fervent|screed,
screamers,19,,,committed,
screamers,20,,,hugely important,
screamers,21,,,urgent|vitally important|stirring,
screamers,22,,,impassioned|intensely personal,
screamers,23,,,,
screamers,24,,,not good|decent|relevant,
screamers,25,,,,
screamers,26,,,impassioned|awkward,tough
screamers,27,,,,hard
screamers,28,,,damning|wholly unsubstantiated,
screamers,29,,,volatile,effective
top_gun,0,,,obvious,
priest,0,,,good|zip|underdeveloped|dire,
priest,1,,intriguing|so devoid,,
priest,2,,,surprisingly racist|semi-coherent|mindless|genocidal|derivative|tripe,
priest,3,,,,
priest,4,,,,
priest,5,,,one-dimensional|humourless,
priest,6,,,cool-looking|too dumb,
priest,7,,,eclectic,
priest,8,,,nothing memorable,
priest,9,,,not painful,good|good
priest,10,,,shy,
priest,11,,,lousy|boring|convoluted|most unforgivable,
priest,12,,,nothing memorable|nothing noteworthy,
priest,13,,,good|worth,
priest,14,,,inconsequential|clich|painful|semi-interesting|squandered,
priest,15,,worst,ugly|new low,
priest,16,,great|very well,,nice
priest,17,,,slimy|undistinguished,
priest,18,,,,
priest,19,,,herky-jerky|bored,
priest,20,,,badass,
priest,21,,,unholy,
priest,22,,,very loud|chaotic|lame|insufficient,
priest,23,,,effective|ridiculous|surprisingly compelling|superior,
priest,24,,,dull|intolerable,
priest,25,,,shockingly underdeveloped,
priest,26,,,significantly less,
priest,27,,,,
priest,28,,,poorly conceived|pointless,
priest,29,,,,
priest,30,,,great-looking|lifeless,
priest,31,,,effective,
priest,32,,,charmless|overbusy,
priest,33,,,bestial-looking,
priest,34,,,Creepy|pulpy|shamelessly derivative,
priest,35,,interesting,more subtle,
priest,36,,,unoriginal,po-faced
priest,37,,,talky-talky|very little,
priest,38,,,how much better,
12_angry_men,0,,,near perfect,
12_angry_men,1,solid,excellent|outstanding,spirited|realistic,
12_angry_men,2,,,uncommon,slickly sophisticated
12_angry_men,3,,,fascinating|psychologically realistic,
12_angry_men,4,,,,
12_angry_men,5,,,,
12_angry_men,6,,,deep,
12_angry_men,7,,,Thought-provoking|continually riveting|absolutely unforgettable|surprisingly|very simple,
12_angry_men,8,,,good|evil|benevolent|best|greatest,
12_angry_men,9,,,,notable
12_angry_men,10,,,great|best|perfect,very easy
12_angry_men,11,,,sorely contemporary|urgently contemporary,
12_angry_men,12,,,,
12_angry_men,13,meticulous,,clammy,
12_angry_men,14,,,surprisingly well,
12_angry_men,15,,distinct|damaged|interesting,,
12_angry_men,16,,,strained|mightily,Too few
12_angry_men,17,,,almost completely banal|completely dynamic|incredibly nimble,
12_angry_men,18,,incredible,superb|unparalleled,
12_angry_men,19,,,riveting,
12_angry_men,20,,,incisive|gripping,
12_angry_men,21,tense|sweaty|suspenseful|entertaining,,contrived,
12_angry_men,22,,,outstanding,
12_angry_men,23,great,,brilliant|strength|power,
12_angry_men,24,,,shrewd|most proud,
12_angry_men,25,,,taut|well-crafted,
12_angry_men,26,,,tremendous,
12_angry_men,27,,,classic,
12_angry_men,28,,memorable,Power house,
12_angry_men,29,,,greater|much-desired|full,
12_angry_men,30,,,mechanically|middlebrow,
12_angry_men,31,,,strangely realistic,
12_angry_men,32,,superlative,brilliant,
12_angry_men,33,,,masterful|antagonistic,
12_angry_men,34,,,great|suitable,
12_angry_men,35,incrível,,imensurvel,
12_angry_men,36,,,much better,
12_angry_men,37,,,all right|powerful|provocative|spellbound,ungallant
12_angry_men,38,,,intense,favourite
12_angry_men,39,,,a bit stagy|never short,
12_angry_men,40,,,,
12_angry_men,41,,,pure dynamite,
12_angry_men,42,,,gripping|penetrating|engrossing,
12_angry_men,43,,,tautest,very good
12_angry_men,44,,,timeless|classic,
12_angry_men,45,energetic,,thoroughly engaging|nothing dated|corny|intensely knowing,
12_angry_men,46,,,high|undisputed,
12_angry_men,47,,,bloated|classic,
12_angry_men,48,,,,
underworld,0,,,absorbing|spellbinding,
underworld,1,,herculean|gory|raging,,
underworld,2,,,best,
underworld,3,great,,,
underworld,4,,,luridly evocative,
underworld,5,,,,
underworld,6,richly ornamental|willful,,,
underworld,7,,,Gripping|superbly,
underworld,8,,,,
underworld,9,classical|modern|expressive|distinctive,,,
underworld,10,,,,
underworld,11,,,,not ready
underworld,12,,,fascinating,
underworld,13,better,competent,,
underworld,14,,,,
underworld,15,,,great|considerable,
underworld,16,,,,
underworld,17,,,effective,
"20,000_leagues_under_the_sea",0,,,,
"20,000_leagues_under_the_sea",1,,,definitive,
"20,000_leagues_under_the_sea",2,,,hallucinatory|visionary,
"20,000_leagues_under_the_sea",3,,less,good|better|wonder,
"20,000_leagues_under_the_sea",4,,,,
"20,000_leagues_under_the_sea",5,,,classic,
"20,000_leagues_under_the_sea",6,,hard-edged|dramatic|no winking|cartoonish|much darker,,
"20,000_leagues_under_the_sea",7,,,breathtaking|finest,
"20,000_leagues_under_the_sea",8,,,Far superior|hardly dated,
"20,000_leagues_under_the_sea",9,,,very special|ingenuity|imaginative|daring,
"20,000_leagues_under_the_sea",10,,,Grandly entertaining,
"20,000_leagues_under_the_sea",11,,,best|greats,
"20,000_leagues_under_the_sea",12,,,great|fully deserving,
"20,000_leagues_under_the_sea",13,,,fabulous|fantastic,
"20,000_leagues_under_the_sea",14,,,sublime,
"20,000_leagues_under_the_sea",15,,,fun,
"20,000_leagues_under_the_sea",16,,,talky,
"20,000_leagues_under_the_sea",17,,,,
"20,000_leagues_under_the_sea",18,,,great,
"20,000_leagues_under_the_sea",19,,,,better
"20,000_leagues_under_the_sea",20,,,finest,
"20,000_leagues_under_the_sea",21,,,superbly,best
dark_city,0,,virile|well-rounded|intelligent,,
dark_city,1,reliable,,unambitious|handsome,
dark_city,2,,,dark|excellent,
aliens,0,,,scaring|thrilling,
aliens,1,,,extremely ambitious|pretty sacred|most satisfying|fantastic,
aliens,2,,,unarguably|greatest,
aliens,3,,,rather remarkable,
aliens,4,,,not dull|not homogenized,
aliens,5,,,finest|breathless,
aliens,6,,,more daring|intense|unrelenting|spectacular,
aliens,7,,,greatest|faultlessly,
aliens,8,,,astonishingly engaging|entertaining,
aliens,9,,,simplified,
aliens,10,,,smart,
aliens,11,,,exciting|well-made|great|most appealing,
aliens,12,,formidable,aggro,
aliens,13,,merely terrific,,
aliens,14,,,,so rare
aliens,15,,,rarest|comfortably,
aliens,16,,,timeless|cathartic,
aliens,17,,,white-knuckled|best,
aliens,18,,,fun|brash|delicious,
aliens,19,,,excellent,
aliens,20,,,high energy|sophisticated,
aliens,21,,,subtle|spooky|subtlety-bashing,
aliens,22,,,unrelentingly|blast,
aliens,23,,,great|rare|effective,
aliens,24,,,spectacular|state-of-the-art,
aliens,25,Fortunately,defiant|sensual,,best
aliens,26,,,scariest|dirtiest|perversely funny,
aliens,27,,,exciting,
aliens,28,,,best,
aliens,29,,,outstanding,
aliens,30,,,,
aliens,31,,,tautest|most provoking|most draining,
aliens,32,,,greatest,
aliens,33,,,,
aliens,34,,,defining|stellar,almost as good
aliens,35,,,fascinating,
aliens,36,,,easily best,afraid
aliens,37,,,bigger|faster|scarier,
aliens,38,,,atmospheric,interesting
aliens,39,considerably more nuanced|plot-driven,,,
aliens,40,,,,
aliens,41,,,scary|high-tech|superlative,better
aliens,42,memorably minimalist|eerily elegant,,exponentially bigger|scarier,
aliens,43,solid|muscular,,exciting|intense|mere mechanical,
aliens,44,,,clé,
aliens,45,,,truly great,
aliens,46,,,good,
aliens,47,,,,
aliens,48,interesting,,,
aliens,49,,,,actually scary
aliens,50,,,,
aliens,51,,nurturing,,
aliens,52,,,wild|woolly,anxious
aliens,53,,,hauntingly,
aliens,54,,,classic,
aliens,55,,,turbo-charged|wild|electric|best,
aliens,56,,,,
aliens,57,,,most intense|satisfying,
aliens,58,,,flaming|flashing|crashing|crackling|conventional,
aliens,59,,,overlong,
aliens,60,,,,
aliens,61,,,non-stop,
aliens,62,,,exciting,
aliens,63,,,extraordinary,
aliens,64,,,so well crafted|so damn exciting,
aliens,65,,,gothic|packed|loaded,
aliens,66,,,ultimate,
aliens,67,,,,
aliens,68,,,,
aliens,69,,,Blockbuster|blistering|smart|gooey,
aliens,70,,,logical|effective|accomplished,
aliens,71,,,classic,
aliens,72,tension-building|high-octane,,,
aliens,73,,,absolutely smashing,
aliens,74,,,rarely equaled,
aliens,75,ingenious,,completely drained|exhausting,
all_about_eve,0,,,greatest,
all_about_eve,1,superb,,,
all_about_eve,2,,insolent|stormy|waspish|terrified|magnificent,very long|long,
all_about_eve,3,bad|more fun,most instinctive|assured,careful|mousy|dehydrated|good,
all_about_eve,4,,,,
all_about_eve,5,,never better,,
all_about_eve,6,,,well capable|admirable|not lacking,
all_about_eve,7,,,as adult|as sophisticated,
all_about_eve,8,,,,
all_about_eve,9,,,very difficult|consummately|egotistical|over-articulate|emotionally undisciplined|credible|eccentric,
all_about_eve,10,,high-voltage,smart|shiny|crackling,
all_about_eve,11,,,breath-takingly sharp|tense|so vital,
all_about_eve,12,,hard|ruthless|dramatic best,,
all_about_eve,13,,,undoubtedly best|even better,
all_about_eve,14,,,sophisticated,
all_about_eve,15,,,great|genuine,
all_about_eve,16,,grandest|case-hardened,,
all_about_eve,17,,,scintillating|stimulating|extraordinary,
all_about_eve,18,,,Vastly entertaining,
all_about_eve,19,,,,
all_about_eve,20,,,special,
all_about_eve,21,,,,unfortunately
all_about_eve,22,,,so well|amusingly|enormous|obvious|flagrant|wicked,
all_about_eve,23,,,most absorbing|fine,
all_about_eve,24,,vivid|full-blown,consistently witty|biting,
all_about_eve,25,,good,first-rate,too infrequent|rare indeed|happy
all_about_eve,26,,,smartest,
all_about_eve,27,,,witty|honest,
all_about_eve,28,,,too great|generally sustained|high,
all_about_eve,29,,noteworthy,natural,
all_about_eve,30,,,adult best,
all_about_eve,31,completely sophisticated|consistently scintillating,,above,
all_about_eve,32,,,very good,notable
all_about_eve,33,,,so good|tinsel|largely artificial,
all_about_eve,34,,,,
all_about_eve,35,,,Acridly cynical|insatiable|somewhat unpleasant,highly influential
all_about_eve,36,,finest|greatest,,
all_about_eve,37,,,in balance,rare
all_about_eve,38,,penetrating,scathing|bright|spiked,
all_about_eve,39,,best|best,,
all_about_eve,40,,,,
all_about_eve,41,,,fabricated,
all_about_eve,42,,,smart|insightful|darkly humorous|insatiable,
all_about_eve,43,,,enduring,all-time favorite
all_about_eve,44,,,preoccupied|alluringly|dangerously|unknowable,
all_about_eve,45,,,wise|witty|lusty|adult,
all_about_eve,46,,,smartest,
all_about_eve,47,so ingenious,,thoroughly entertaining,good
all_about_eve,48,,favourite,,
all_about_eve,49,,,greatest,
all_about_eve,50,,,brilliant|clever|downright funny,
all_about_eve,51,,,rich|impeccably written|gunshot sharp,
all_about_eve,52,,,sharply,
all_about_eve,53,,not enough|fantastically emotive,,
all_about_eve,54,signal,,,
all_about_eve,55,,,classic|sophisticated,
all_about_eve,56,,,deliciously fun|quite introspective,
all_about_eve,57,,fabulous,,
all_about_eve,58,,,impervious,
all_about_eve,59,,,so good|eminently worth|satirical,
all_about_eve,60,,,famously devastating|acid,
all_about_eve,61,,,more important|more entertaining,
all_about_eve,62,,,,
all_about_eve,63,,,most seminal,
all_about_eve,64,,,Classic|ambitious,
all_about_eve,65,,ideally cast,,
all_about_eve,66,,,smart|smarting,
all_about_eve,67,,,wonderfully literate|classic|savoured,
all_about_eve,68,,,plush,
all_about_eve,69,,,greatest,
all_about_eve,70,,,peerless|rival,rightly
all_about_eve,71,,elegant|superbly,jet-black,
all_about_eve,72,,,,
all_about_eve,73,,,finest,
all_about_eve,74,,,low,
all_about_eve,75,,,old-school|most polished|literate|sophisticated,
all_about_eve,76,,scene-stealing|urbane,,
all_about_eve,77,,sharp,,
all_about_eve,78,,,more quotable,
all_about_eve,79,,,stagy|elaborate|campy|bad,
all_about_eve,80,,mesmerizing,Intelligent,
all_about_eve,81,skin-deep,,tinny,hoped-for
all_about_eve,82,,Amazing,positive,
all_about_eve,83,,,greatest,
all_about_eve,84,,most memorable|declining,wittiest,deprived
all_about_eve,85,,,tantos memoráveis,
all_about_eve,86,,perfect,outstanding,
all_about_eve,87,so perfected,,,
all_about_eve,88,,,fine|excellent|ultra-class|superior,
all_about_eve,89,,,melodramatic,
all_about_eve,90,,unforgettable,priceless,
all_about_eve,91,,towering|self-mocking,entertaining|relevant,
all_about_eve,92,,,Boffo|backstabbing,
all_about_eve,93,,,best,
all_about_eve,94,,,,
all_about_eve,95,,,gem|wickedly cynical,
all_about_eve,96,,,proudest,
all_about_eve,97,,,,sad
all_about_eve,98,,,so crisp|poisonous,
all_about_eve,99,,glory,,
all_about_eve,100,,uniformly expert,most biting|hard-boiled|stylishly|breakneck,
all_about_eve,101,,,dated|fresh,
all_about_eve,102,,,nice|rare,
all_about_eve,103,,,realistic|dramatic|devastating,
all_about_eve,104,,,,
all_about_eve,105,,greatest,,
all_about_eve,106,,,smart|cynical|more fun,
lost_horizon,0,,,farce|farrago|disaster|complete turkey|no Shangri La,
lost_horizon,1,,first-rate,most disastrous,
lost_horizon,2,,,downhill,
lost_horizon,3,,,so slight|most incompetent|clumsy,
lost_horizon,4,,,hardly accidental|lost|denting,pleasant
lost_horizon,5,,,Just dull|forgettable,so bad
screamers,0,,,odd|powerful,
screamers,1,,,mad|right,
screamers,2,,,noble,
screamers,3,,,damning,highly civilized|highly uncivilized
screamers,4,,,not didactic,
screamers,5,,,wide-awake|high-decibel,
screamers,6,not provocatively,,,
screamers,7,,,,
screamers,8,,,commendably brave|less focused|powerful,
screamers,9,,charismatic,scary|motivating,
screamers,10,,,surprising|true,
screamers,11,,,limited|worthwhile,
screamers,12,,,rotting|severed|massacred|most horrifying,
screamers,13,,,rousing,
screamers,14,,,most bizarre,
screamers,15,,,,
screamers,16,,,invigorating|articulate,
screamers,17,,,glaring|dull,
screamers,18,,,fervent,
screamers,19,,,committed,
screamers,20,,,hugely important,
screamers,21,,,urgent|vitally important|stirring,
screamers,22,,,impassioned|intensely personal,
screamers,23,,,,
screamers,24,,,decent|relevant,
screamers,25,,,,
screamers,26,,,impassioned|awkward,tough
screamers,27,,,,
screamers,28,,,damning|wholly unsubstantiated,
screamers,29,,,effective|volatile,
top_gun,0,,,,
priest,0,,,good|underdeveloped|dire,
priest,1,intriguing,so devoid,,
priest,2,,,surprisingly racist|semi-coherent|mindless|genocidal|derivative|tripe,
priest,3,,,not nurtured,
priest,4,,,enjoyed,
priest,5,,,one-dimensional|humourless,
priest,6,,,cool-looking|too dumb,
priest,7,,,broad|eclectic,
priest,8,,,nothing memorable,
priest,9,,,not painful,good|good
priest,10,,,shy,
priest,11,,boring,lousy|convoluted|most unforgivable|very little|compelling,
priest,12,,,nothing memorable|nothing noteworthy,
priest,13,,,good|worth watching,
priest,14,,,inconsequential|cliché|painful|semi-interesting|squandered,
priest,15,,worst,ugly|new low,
priest,16,,great|very well,nice,
priest,17,,,slimy|undistinguished,
priest,18,,,,
priest,19,,,herky-jerky|bored,
priest,20,,,badass,
priest,21,,,unholy,
priest,22,,,very loud|chaotic|lame|insufficient,
priest,23,fun,,effective|ridiculous|surprisingly compelling|superior,
priest,24,,,dull|intolerable,
priest,25,,,shockingly underdeveloped,
priest,26,,,significantly less,
priest,27,,,,
priest,28,,,poorly conceived|pointless,
priest,29,,,,
priest,30,,,great-looking|lifeless,
priest,31,,,effective,
priest,32,,,rip-offs|charmless|overbusy,
priest,33,,,bestial-looking|eyeless|fanged,
priest,34,,,Creepy|pulpy|shamelessly derivative,
priest,35,subtle,interesting,,
priest,36,,,unoriginal,po-faced
priest,37,,,talky-talky|very little,
priest,38,,,better,
